FID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SIZE_HA,CAUSE,CAUSE2,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE,FLASH_DENSITY,POP_DENSITY
151009,59.9268,-130.3351,2019,5,27,0.009,H,H,0.0070320668044313,285.78585094605467,0.0031456793230815,5.85152798024272e-05,12.89315852423595,1.8080698756225653,277.8804162622734,0.789459376651041,74.51402054440456,27.74897092104633,1.8118299373501e-05,0.7291957230100248,0.8877298208222423,196.13417164282,7.132732514632973,0.3290367638643924,,0.0023738303855423,0.0
151037,59.4394,-123.2358,2019,5,8,3.0,U,U,0.0051565459704027,282.6394331256992,0.0148311486335122,0.0068758997091477,10.91771353554419,0.1001031659484057,282.6371885382891,0.6451666429075166,73.28072196220604,51.04654153649026,7.445850387465107e-06,1.5165049382908171,0.9408799090012284,213.9683956412735,31.92188744588065,0.2816873576551248,,0.0,0.04408016800880432
151038,59.5408,-123.7908,2019,5,30,0.03,N,N,0.0056656814524061,286.04243945076564,0.0038537194301897,0.0769917499604226,16.781987632689454,0.0354639885127991,282.81527599251564,0.6357131958000791,73.05369812885156,50.34196281799421,8.847177717078877e-06,1.527692559108217,0.9414665313413392,211.8520599645861,30.251798078700343,0.2735369113228608,,0.0,0.0
151039,59.3578,-121.6161,2019,6,12,1.13,N,N,0.0073765490791006,289.0645789215215,0.0070756483296636,0.0282133841575321,19.21865121579981,0.0202958494739277,284.9957665387871,0.6540307249719202,80.97194300176908,48.95396660062036,4.3836435919426416e-05,2.6018291036081704,0.9662613153830756,199.7402185986084,39.32782352457665,0.2765815992283116,,0.0053182221751182,0.0
151040,59.4347,-120.6212,2019,6,25,0.2,N,N,0.0086225747294582,289.00753507593754,0.0129865475970799,0.1128476063192072,21.813707073302368,0.0990679003639762,285.0665723141504,0.6162689940166397,74.93237889538187,55.04384357654658,3.68400736628928e-05,2.5377790357595376,0.9658697995912248,201.5455717377578,36.19677112879568,0.2585913103320122,,0.0002887762055833,0.0
151061,59.9836,-122.9251,2019,5,15,0.33,H,H,0.0041057946836223,280.7605038086328,0.0023326168947077,0.0344904014007588,9.526073933969853,0.0691016745404518,282.730663307625,0.6563092862842103,72.99107536808086,52.57385834650121,7.116531867686634e-06,1.5082333394746394,0.940051129268074,216.7826211204649,28.36263587328895,0.277853739055321,,0.0,0.0
151088,59.8562,-124.273,2019,5,26,5602.0,N,N,0.0077020646663883,290.03205966478515,0.0085388087791544,0.0166061846204775,16.58665771538087,0.1932120892514144,281.8884434304102,0.6143431717097854,69.85624721309571,49.342146541835945,1.1584986841782791e-05,1.390819347945252,0.9373811025045776,206.3918620495508,21.85151597522953,0.2521429418732642,,0.0045184186855485,0.0
151089,59.8423,-123.9419,2019,7,20,0.009,N,N,0.0096927114059749,292.4035737696172,0.0054202803148039,0.0278685168926551,22.93870082872552,0.1044410718714787,288.53273540588765,0.5947969843275335,95.88590596150384,29.55379604879129,3.895815367038303e-05,4.862672358911511,0.9660022180372524,201.8511982699458,51.11841803362065,0.2386433466268151,,0.0117767278299936,0.0
151115,59.2238,-132.9393,2019,6,29,0.2,N,N,0.0089232956003269,289.53312641075195,0.0238676010873897,0.0707460289331049,22.853123218202025,1.2914572854141848,282.5584988823477,0.7363510702929645,86.96730792001907,37.05518023290284,4.289497053940539e-05,1.3282427629850289,0.9504373637879028,195.2385351245606,14.020744517516532,0.2996083910297906,,0.0004160683028191,0.0
151116,59.6862,-133.5748,2019,7,18,0.009,N,N,0.008219722654679,284.61417425016407,0.0306486895996544,0.2074219717153012,20.78844283744922,0.9771521704661716,285.4404768055469,0.6772087013578257,89.08206040883982,30.615111896221908,2.837539276174802e-05,2.216121559220117,0.963810632995468,189.8847710854609,28.17573621442064,0.2615723518461051,,0.005548035308082,0.0
