FID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SIZE_HA,CAUSE,CAUSE2,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE,FLASH_DENSITY,POP_DENSITY
4860,46.65168552,-64.20842861,2022,5,10,0.32,H,H,0.0043665536272756,279.35496569715264,1.5317020945739642e-07,2.60800894691552e-05,7.109467614657697,2.1087275574911635,283.26433735993186,0.6839211918827955,103.7852340767333,53.98170789317418,2.058336861698016e-05,2.7300893707395724,0.9695584178076208,241.0817695954845,35.379490621223226,0.294378469896385,,0.0,0.0
4861,46.34438754,-63.61516682,2022,4,21,0.0,H,H,0.0035618247839767,277.53958619497143,0.0152762726747435,0.0403427142070014,7.514311540662287,2.216458621787074,277.35336636988154,0.7779545034806779,62.66290324579955,29.75592161745213,3.183632353268253e-05,1.902604913024973,0.8547702662965416,156.1687251823031,6.342806839373616,0.3331416490151676,,0.0,1.4176750183105469
4862,46.61863155,-64.10479255,2022,10,31,0.17,H,H,0.0065831611702616,283.2132876157535,0.0100257250970111,0.002867740142773,10.666575129282831,3.1938401601501107,283.8616616271741,0.5341890829065976,41.929908647577705,-0.1085612797979549,2.0503924573007307e-05,4.070195721606609,0.8931254576142639,104.81072683254447,14.73013789070412,0.2174997627348852,,0.0,0.04047039896249771
4863,46.76313758,-64.14757959,2022,11,6,0.03320913,H,H,0.0091345278179786,287.81565502933125,0.0347207185505136,0.0095350644659154,24.99352074513609,5.101497193640723,276.7363120985774,0.5717047256557111,30.751838701467367,-15.88567007042808,3.4065762980688815e-05,3.1556932307744066,0.9052482497587708,65.19957052794184,3.207381866091996,0.2319324453356893,,0.0,0.7006406188011169
5740,57.7714,-120.0,2022,7,17,0.01,N,N,0.0095233485221862,289.2590369750977,0.0192596034824848,0.0564705540552735,22.13103040008545,0.0920255531149688,288.42935482177734,0.7566809539794922,117.82200559692384,27.35543893508911,2.714000790656428e-05,3.8569826061248778,0.9686675573349,219.20194150390623,71.52912463378907,0.3309796249628067,,0.0183284402925987,0.0
5741,59.9713,-119.9997,2022,6,1,386.0,N,N,0.0066036734465916,287.45334644103025,0.0201857275552618,0.0551960524449353,15.029165339664372,0.265822288465773,287.52089197284664,0.858765082080437,111.8315817387525,28.58498633489494,4.038400777514717e-05,2.339986747844895,0.9639144801910076,224.19005053395512,58.956299612335314,0.38716830856586,,0.0013387758042279,0.0
5742,58.5148,-119.9763,2022,7,6,0.2,N,N,0.0095368189810413,291.0140678715234,0.0040010268543423,0.0625516188571481,23.31281880663596,0.0073071644339301,289.8306293835625,0.6308103955860243,109.95849136858122,32.63152956102297,2.1018269942228988e-05,4.436362522821171,0.964909129823326,220.8625263706581,72.09055114693959,0.2749727605468495,,0.0004778861786604,0.0
5743,59.9611,-119.9737,2022,6,8,36.2,N,N,0.0081817099392417,289.38564725746585,0.0004744357275611,0.0551737124917523,17.670749403502573,0.2368909427337489,287.5196815819971,0.8574226792883991,111.74499873288822,28.536375685702705,4.046767321376337e-05,2.3445863054287863,0.9639255461893482,224.0378324897364,58.8988236480408,0.386371050235448,,0.0,0.0
5744,57.7342,-119.9706,2022,8,16,0.01,N,N,0.0100883071749254,290.445407994375,0.0038963985791669,0.0421899468495292,24.031136319716065,0.0342720302296557,289.1758655750117,0.7487561825016777,108.77297175931636,11.23865177555531,3.07416110660026e-05,4.178736987336977,0.9104276962931974,190.02011428225583,69.701465703749,0.3266859756415058,,0.0122894780487018,0.0
5745,56.4895,-119.9648,2022,5,12,8.4,H,H,0.0045804996097223,280.7817599547656,0.0100686263184618,0.046379667535131,10.121479447873536,0.1949861214553979,279.019995945957,0.8679304959571076,71.37321275746336,37.06302052056397,4.712485008621123e-05,1.5654806551146705,0.947459187517128,183.9902493311914,16.71741581908325,0.3948332276938914,,0.0,0.18316328525543213
5746,55.4885,-119.9362,2022,3,18,0.01,H,H,0.0030962909464585,273.2897713683203,0.0010009009196285,0.019221579652301,5.635224066789244,1.1620650817053428,269.60842557677734,0.774526596017685,25.907432360587546,4.661479786027301,6.982534536425794e-06,0.6046854770240039,0.8386926433144172,92.02328938249975,1.1999688520894578,0.3376380075857162,,0.0,0.004359935410320759
5747,55.2794,-119.908,2022,6,12,0.1,H,H,0.0056508118389889,284.407899446836,0.0082717057649618,0.0335294133599197,11.361006781600343,0.3035541451645511,285.9729004874414,0.7547310975549695,107.74962835358896,34.76302867952646,3.610884895672091e-05,2.9490595022665413,0.9715171502939988,225.0896661563869,56.63162516139654,0.3262502128509137,,0.0019880456569874,0.0
5748,55.4667,-119.9039,2022,9,11,0.55,H,H,0.0061932703279942,286.4121034542041,0.0056314305839255,0.0079134215260862,14.30126331276755,0.1745268152253707,285.24488525891115,0.5667834631695416,41.2132858687942,22.064657276792893,1.945659736376596e-05,2.881382426870085,0.7907427601187492,139.0443290589516,11.597713404848305,0.253107255738305,,0.0,0.0
5749,57.563,-119.8897,2022,7,16,0.14,N,N,0.0095262723471182,288.5162691560742,0.0147013473561725,0.1056531243612672,22.825188941532605,0.0,288.0540566969531,0.7711951159640315,116.80131003803956,29.07540522773496,2.489802269815588e-05,3.734335521297684,0.9696351325221062,219.85095763710447,69.45091444371829,0.3378479537744237,,0.0121594276237644,0.0
5750,54.3988,-119.8255,2022,8,1,0.1,N,N,0.0104222481172585,289.684867909082,0.0458157785501146,0.0708209873775673,20.4237467082727,0.0505573600082553,287.63378501980463,0.5937114055865097,92.01068405664552,35.0704490480237,2.7450303364176068e-05,5.191428564197387,0.932891744492035,207.11719487041017,50.705073811159664,0.2454059657562541,,0.0031042512318649,0.0
5751,58.5277,-119.8092,2022,7,16,0.01,N,N,0.0106187145743497,290.3277383100117,0.0359683277068972,0.1450407035697882,27.9931408549336,0.1118418962712937,289.72765695477347,0.6557136994676855,111.4035026329902,30.697124573764885,2.166948872810298e-05,4.465487119588895,0.9649306029278604,219.73807766400287,73.1921501008359,0.2856942479253788,,0.0,0.0
5752,59.71,-119.7668,2022,6,1,8300.0,N,N,0.0066177145825833,287.40985031445314,0.0158075942550063,0.0526708306257963,14.887283504809574,0.2957038286286965,287.5118488632813,0.8325171670768735,110.98720943457027,27.360872124707065,4.119843604487833e-05,2.460364569586181,0.964994722410965,221.88765368994143,60.276407832641546,0.3710046942701338,,0.0064143710480431,0.0
5753,56.1488,-119.7417,2022,4,14,0.01,H,H,0.001506659187318,266.21469709642184,0.0010080655051991,0.00346643107055,3.371888829943114,1.5109526302222178,272.5504850144297,0.812275722853943,33.88624477856051,32.50439056141804,2.393977872771112e-05,0.9230826434598388,0.9115287320097352,133.51358374679307,1.4764012909974018,0.355656724791153,,0.0,0.02926456555724144
5754,55.51,-119.7391,2022,8,22,0.01,N,N,0.0111424310092717,292.894209405664,0.0027581957419835,0.0108194986124411,25.17196956779786,0.18038525868834,290.69982520917966,0.6171091307664863,89.86323201752919,28.147939318585344,1.3117661733343302e-05,4.506026378353889,0.8394039792324068,200.58776692299813,48.67507567871078,0.2737318154510494,,0.0095222662284413,0.0
5755,55.4717,-119.7281,2022,8,22,0.01,N,N,0.0111525708342075,292.8924065612881,0.0031449504144439,0.0127176197359306,25.3073496438318,0.1654875534471185,290.6862134947041,0.6167668556377697,89.99982102135314,28.33545587548971,1.329885947654941e-05,4.526087923712971,0.8408897614020515,200.8691550609306,48.821651483917705,0.273623339627443,,0.0140673670526892,0.0
5756,55.1896,-119.7038,2022,8,27,0.1,H,H,0.0083833430693273,289.09637939289064,0.0530130157942562,0.1179648782442091,22.457557502549797,0.6566760876478439,290.78920403559374,0.5972137977179258,85.00228294112885,34.4223202267393,1.5021548592587016e-05,4.783760562684572,0.8634470670799562,202.4819702068672,42.898087700195255,0.2670849856657409,,0.0037285105536743,1.9077417850494385
5757,55.7867,-119.6969,2022,11,17,0.1,N,N,0.0011413810666189,260.9170336444248,2.7260516013567247e-06,6.33817326159492e-07,3.0057583289977057,0.8303569892636022,265.42854790012206,0.5914990679279575,7.305009752634181,-7.092727616463661,9.1293974680291e-06,0.9548532264327724,0.7887973694540864,28.72418244763958,0.0221962461671729,0.2642602844569525,,0.0,0.0
5758,59.2732,-119.6668,2022,7,16,0.31,N,N,0.0100387142050476,288.94037389603903,0.0429128429804325,0.1716922395527342,27.80912768036572,0.0795466276400901,288.6516263809688,0.7608594667373813,112.4333531638496,20.76045334085301,2.285610998925244e-05,3.9443611902557967,0.9677357729741364,207.36251826783985,71.40849153286132,0.3336368227816544,,0.0090887465878907,0.0
5759,57.3292,-119.6316,2022,8,15,1.0,N,N,0.0099575520285191,288.95513970171874,0.0164350615025034,0.0745205642710465,24.55787190252344,0.0,288.9381999599141,0.7158982733224328,104.43187288135348,16.322475710419926,2.636088097181402e-05,4.220068102566042,0.9110187807720184,193.3510253475703,65.93084374339843,0.3107173210642926,,0.0016138803965172,0.0
5760,59.264,-119.625,2022,6,1,29.0,N,N,0.0066531525604426,287.5932396484375,0.0112405922546982,0.0440009092986584,15.135329141235347,0.3111232962486937,287.8861775390625,0.7909363413810733,110.24020435791016,28.039516699218733,3.773863327223812e-05,2.6117225090026848,0.966572339439392,221.33656494140624,61.37535289306641,0.3477985751628877,,0.0192675619990663,0.0
5761,58.039,-119.588,2022,8,14,0.4,N,N,0.0121415210261464,291.49357755986324,0.0275951237907825,0.1056069393264292,28.910262008923347,0.0517213652447429,289.5005987345703,0.7149610041063307,106.60441400485834,10.256917591586337,2.99713758573634e-05,4.382365752703859,0.8851841357322691,187.65515945078124,68.67227834165034,0.3097401448971747,,0.0104828494742003,0.0
5762,56.5449,-119.5536,2022,5,26,0.01,H,H,0.0057674426844806,281.80634186703315,0.0135895058708072,0.0927525149238662,13.423249198841674,0.446644529660111,278.9461703288672,0.8625756655065271,69.76858377144977,39.02895594416351,4.875827682625472e-05,1.6404306317457018,0.9509555006608312,184.18761401401173,17.298790118445783,0.3907033541801434,,0.004978527989629,0.0
5763,56.5594,-119.5452,2022,7,11,0.01,H,H,0.0081798603599562,288.0067408183672,0.0161638968652701,0.0309216138903405,19.10673732667041,0.7306038966338674,288.6647247100664,0.759792453840195,118.84135892330956,31.52972746718969,1.687490330626606e-05,4.323091125166845,0.9686621081043092,226.83586919733008,69.78273514828125,0.3356294190190775,,0.0,0.02060469426214695
5764,55.5676,-119.525,2022,6,6,0.5,H,H,0.0079620090206265,285.92947865625,0.0147427321873903,0.1788304789938926,21.606951305297844,1.054910089600707,286.6173177265625,0.7779945558185576,105.23985737109378,30.483771466064496,2.988741451047828e-05,2.801439516349794,0.9722834067115784,218.6657945356446,52.57802430163577,0.3403405865097045,,0.0,7.0213398933410645
5765,55.7576,-119.5222,2022,10,27,0.01,H,H,0.0039166773000203,277.8166457020781,0.0647458172505493,0.0514009384059009,10.356086806324214,3.598504972808209,280.08544280965623,0.6074714401276554,22.854323038239315,-7.707819474015176,3.962686134342911e-06,1.4781358743700537,0.7856063363401488,78.69654563271878,3.697547488150417,0.27161300617511,,0.0,0.0
5766,55.5696,-119.5166,2022,6,6,0.89,H,H,0.0079633641131396,285.93377371509376,0.0147268659578151,0.1788443614157638,21.61720396592188,1.0728855925264782,286.6268609410625,0.7782094263903507,105.19711419760928,30.418917469067285,2.986445253773776e-05,2.7994683360800736,0.972298231685852,218.5587919054764,52.52560327003116,0.3404823146825411,,0.0,0.19932705163955688
5767,56.1764,-119.4844,2022,10,14,4.1,H,H,0.0064067511760717,285.597521630586,0.0228692389134182,0.016882978308546,16.809557234167965,2.0456666829239047,279.4493491981484,0.5877624706151586,20.19100546939749,-5.8418551131613325,5.476490154234816e-06,1.6816465315980842,0.8003258595293121,75.71711477672656,2.40384133457121,0.2676459892676928,,0.0,0.0
