FID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SIZE_HA,CAUSE,CAUSE2,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC
4634,46.71967569,-64.2704093,2018,5,12,5.658740016,H,H,0.003494087,278.29226388721395,0.00640635,0.010493686,6.848828094053794,3.6731154333996807,282.4410917072565,0.6624874499213796,99.24550632955199,55.425216135009194,2.9310831811393642e-05,2.7302249832686196,0.9695610589421084,238.1098570503363,33.60687783473994,0.27970717006217144
4635,46.83943647,-64.06347559,2018,5,10,0.265723529,H,H,0.004655571,279.01383674757204,0.0143343547090389,0.0544017540899752,15.961923693160257,4.182439262407521,282.0558310272603,0.7160679391849664,98.35239007525928,55.965709569955976,2.9994152909788206e-05,2.7301273135381443,0.9695591741157605,237.35893088077418,25.591196037210782,0.3078996628040883
4636,46.78972027,-64.29903214,2018,5,9,1.002159716,H,H,0.004665996,280.0996547732766,3.1712339063666315e-05,0.003511311,13.692467783538117,0.4968123502088837,282.37280119742974,0.6649600345124419,97.89212763990474,58.02805076638721,2.8775218749783188e-05,2.73028805845173,0.9695622915916718,239.45569595597323,32.01917394288169,0.2808608428192537
4637,46.22696237,-62.64264742,2018,5,13,0.059337813,H,H,0.004331513,279.6332478991317,0.000993832,0.001781998,8.812728165133356,1.6790992939349565,282.729431826365,0.7023905515411146,105.70422839188936,50.64762495229405,3.3834816737388456e-05,1.6555073002626752,0.5405757153289414,239.1194868121333,29.657934162260407,0.2916601771258204
4638,46.17047762,-62.58787063,2018,5,15,0.219421723,H,H,0.006787056,283.2982514624499,0.0133978258094256,0.0494656322092694,22.48250904478008,2.6066205009419656,282.5955208756979,0.6776516055512593,105.74889503197477,51.720287130560266,3.36504295177592e-05,1.9609755773685795,0.6376880898525953,239.28479313980412,35.76053231855474,0.28071995167947406
4639,46.17119298,-62.58775215,2018,5,15,0.02619723,H,H,0.00678655,283.29658728334465,0.0134071544498453,0.049463105,22.48363456130493,2.6105654020187608,282.5965863591673,0.6778749535831692,105.74522006718337,51.713239455968846,3.365432310813029e-05,1.957098779618994,0.6364339052638183,239.2854622410832,35.68699885805333,0.2808394281213443
4640,46.84787954,-64.08240363,2018,5,15,0.095842142,H,H,0.006779046,282.51526397054033,0.0353838962607911,0.072824329,24.638083568523243,4.053658614181864,282.06208206282696,0.7136033301972728,98.08044038006403,56.50706806460554,2.984077593543636e-05,2.7301533423972213,0.9695596805888188,237.66604090283602,25.761759997741553,0.30662926160544235
4641,46.67314895,-63.98704999,2018,9,24,0.062729291,H,H,0.004236787,282.5572690030324,0.001151894,0.0219135490931358,7.532030559363394,4.948979370188442,287.9218674297223,0.5269487980344111,85.39145697752636,13.443940423821187,3.9109448619182684e-05,5.267173819959523,0.9097503745460694,162.62040235132278,40.72047578727148,0.21287995000173182
149564,50.3041,-122.6822,2018,3,31,4.0,H,H,0.002611052,266.52164310866215,0.008631695,0.0144707403215368,4.368822075617707,0.5233026589322423,265.50315237862304,0.62927590376189,25.813501659658947,0.0014039308984652443,2.7898273076287222e-05,1.2011670253944817,0.918722328836655,70.25715176740627,0.005995726328989186,0.2439199345133799
150893,49.2876,-121.9021,2018,3,19,26.828,H,H,0.00406622,274.09611443908204,0.004196637,0.061891656,9.263868212,0.2846357562188977,271.04456792557824,0.8097417417965938,23.21115900839653,-6.545565254177944,4.8297431296636496e-05,2.017231941863787,0.9485511162874375,73.60468448299517,2.661998218147936,0.33435045912613354
