FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,DATE,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC
142050,BC-2013-2013-V10143,BC, ,2013-V10143, ,53.3397,-132.3667,2013,7,5,2013-07-05 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.007499693666111,286.0536548236016,0.0002337642344284,0.1004366336680116,21.21349004182697,2.9973258284642275,,,,,,,,,,,
142085,BC-2013-2013-V10530,BC, ,2013-V10530, ,53.6189,-132.3968,2013,8,9,2013-08-09 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0088723029353118,287.62898572354493,0.0026632391216972,0.0958582364798641,21.990173620680647,1.7211869499101644,,,,,,,,,,,
142086,BC-2013-2013-V10567,BC, ,2013-V10567, ,53.6611,-132.3663,2013,8,10,2013-08-10 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0082782105990386,287.2257558781104,1.0217301860874518e-06,0.0276769886245122,19.130001538860235,2.358994246516525,,,,,,,,,,,
142087,BC-2013-2013-V10607,BC, ,2013-V10607, ,52.9524,-131.9046,2013,8,17,2013-08-17 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0098702470893232,288.2293309136875,0.0063414493216554,0.2454433278935199,26.35649585833644,2.530155992808075,,,,,,,,,,,
144527,BC-2013-2013-V10642,BC, ,2013-V10642, ,49.3662,-121.3711,2013,8,26,2013-08-26 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0083068232335667,285.5079314803769,0.0336142130552289,0.0850438485050438,19.755437657213985,0.1617656094236002,,,,,,,,,,,
144528,BC-2013-2013-V10677,BC, ,2013-V10677, ,49.2627,-121.4532,2013,9,9,2013-09-09 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0098655430778284,287.2412982989531,0.0051195309062974,0.0457785628513658,20.44295558830833,0.1418961397582626,,,,,,,,,,,
144529,BC-2013-2013-V10690,BC, ,2013-V10690, ,49.253,-121.3567,2013,9,14,2013-09-14 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0093363673938837,290.22269522765623,0.0001135409548604,0.0008929095910963,15.215920900488609,0.3005536643022339,,,,,,,,,,,
144530,BC-2013-2013-V10721,BC, ,2013-V10721, ,49.5966,-121.3448,2013,10,17,2013-10-17 00:00:00,,,25.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0041596233270628,275.3919599485195,3.2961328456623824e-07,0.0006493454017023,7.431414654456491,0.4463599831292965,,,,,,,,,,,
144531,BC-2013-2013-V30010,BC, ,2013-V30010, ,50.3923,-122.8799,2013,4,23,2013-04-23 00:00:00,,,1.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0034452213904593,271.1061990020273,0.017253946524497,0.0179430027300487,5.718277344158122,0.4364201609676318,,,,,,,,,,,
144532,BC-2013-2013-V10224,BC, ,2013-V10224, ,49.2995,-121.3106,2013,7,16,2013-07-16 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.007508898313294,286.7753456132226,0.0,2.3838193425987607e-05,9.398039447823162,0.1412214498903865,,,,,,,,,,,
144533,BC-2013-2013-V10225,BC, ,2013-V10225, ,49.3079,-121.2996,2013,7,17,2013-07-17 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0090764755315246,290.31653059093753,0.0579827797263171,0.02879361875824,20.97228708317688,0.2349806456858719,,,,,,,,,,,
144534,BC-2013-2013-V10226,BC, ,2013-V10226, ,49.5172,-121.2905,2013,7,16,2013-07-16 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0073161088289523,286.3559914719335,0.0,2.942505134476612e-05,9.307590811087024,0.1620011138753165,,,,,,,,,,,
144535,BC-2013-2013-V10246,BC, ,2013-V10246, ,49.2357,-121.3829,2013,7,14,2013-07-14 00:00:00,,,1.9,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0071252595289419,285.54930388076565,0.0001403598589806,0.0073204847068067,12.081879361697087,0.0939079601998142,,,,,,,,,,,
144536,BC-2013-2013-V10259,BC, ,2013-V10259, ,49.2406,-121.3846,2013,7,14,2013-07-14 00:00:00,,,1.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0071285408697192,285.54839393756646,0.0001431162981691,0.0074195809677871,12.099471709368562,0.0962569451734827,,,,,,,,,,,
144537,BC-2013-2013-V30167,BC, ,2013-V30167, ,50.0205,-123.3033,2013,7,7,2013-07-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082914561812451,288.4740455219873,0.0345601618464439,0.0509432985738241,17.271855591186203,0.1103898849766405,,,,,,,,,,,
144538,BC-2013-2013-V30170,BC, ,2013-V30170, ,50.3056,-123.5725,2013,7,7,2013-07-07 00:00:00,,,0.47,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0079566047079205,287.260034946875,0.0432685598945618,0.0625652430296897,16.496088684375017,0.2011886049260887,,,,,,,,,,,
144539,BC-2013-2013-V30172,BC, ,2013-V30172, ,50.2433,-123.5592,2013,7,7,2013-07-07 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081513128539254,287.6488528832383,0.0416693381902337,0.0594774907399949,16.83865737884908,0.1750622945945847,,,,,,,,,,,
144540,BC-2013-2013-V30176,BC, ,2013-V30176, ,50.2186,-123.5351,2013,7,7,2013-07-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081959014991482,287.77833143494723,0.0408118043787539,0.0582813055004535,16.928076765749378,0.1653941523208006,,,,,,,,,,,
144541,BC-2013-2013-V30177,BC, ,2013-V30177, ,49.7935,-122.1174,2013,7,7,2013-07-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0078312425320948,289.2553995538574,0.0163367514823094,0.0347906095990085,16.36849402694915,0.2090294960847863,,,,,,,,,,,
144542,BC-2013-2013-V30182,BC, ,2013-V30182, ,50.2402,-123.5559,2013,7,7,2013-07-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081567384010041,287.6652004980644,0.0415567466138183,0.0593243260114341,16.84963806973228,0.1738460597513292,,,,,,,,,,,
144543,BC-2013-2013-V30183,BC, ,2013-V30183, ,50.2178,-123.5174,2013,7,7,2013-07-07 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081695297742168,287.7625748321992,0.0405749345299123,0.0582509980597847,16.891395891511603,0.1657053430774362,,,,,,,,,,,
144544,BC-2013-2013-V30216,BC, ,2013-V30216, ,50.1694,-122.4678,2013,7,7,2013-07-07 00:00:00,,,31.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0070405650912651,287.8098814798633,0.0238039322376868,0.0435939023258557,14.98987226006872,0.2610844896327176,,,,,,,,,,,
144545,BC-2013-2013-V30275,BC, ,2013-V30275, ,50.272,-122.8653,2013,7,23,2013-07-23 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0083949533564007,288.1350956548047,8.925535925379866e-06,0.0012426161835307,13.313467132869864,0.2607657566831785,,,,,,,,,,,
144546,BC-2013-2013-V30304,BC, ,2013-V30304, ,49.935,-123.1029,2013,7,27,2013-07-27 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0074767675365686,285.70256584907224,1.1455464436546965e-11,0.0040443864835082,10.828350036656172,0.2180860085902559,,,,,,,,,,,
144547,BC-2013-2013-V30318,BC, ,2013-V30318, ,49.9062,-122.2825,2013,7,7,2013-07-07 00:00:00,,,0.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0074849255031116,288.6503536635742,0.018965241630353,0.0370961928898483,15.722435177816784,0.2331223960556522,,,,,,,,,,,
144548,BC-2013-2013-V30325,BC, ,2013-V30325, ,50.0178,-123.2043,2013,7,29,2013-07-29 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0069249607329935,286.7951269600684,0.0070364210500793,0.0353788246017702,14.487831903779732,0.3274864058755568,,,,,,,,,,,
144549,BC-2013-2013-V30335,BC, ,2013-V30335, ,49.93,-123.5101,2013,7,28,2013-07-28 00:00:00,,,0.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082533082237109,287.4212596370117,0.0009138765898834,0.0301407263542473,16.49841468851012,0.1225173254563439,,,,,,,,,,,
144550,BC-2013-2013-V10342,BC, ,2013-V10342, ,49.618,-121.4487,2013,7,31,2013-07-31 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.008083235458548,289.6495350332617,0.0312628047230147,0.0346589400826512,19.16453778377685,0.3305126308753953,,,,,,,,,,,
144551,BC-2013-2013-V30365,BC, ,2013-V30365, ,49.9073,-123.1522,2013,7,31,2013-07-31 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0083569171659807,288.92496753709565,0.0112477736520675,0.0243265927232943,18.94703372509556,0.3712624309482485,,,,,,,,,,,
144552,BC-2013-2013-V30366,BC, ,2013-V30366, ,50.3517,-123.6257,2013,7,28,2013-07-28 00:00:00,,,0.03,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0070545824454129,285.0243960075713,0.0007629709299658,0.0290001136891771,13.995260937485003,0.3451732963035027,,,,,,,,,,,
144553,BC-2013-2013-V30400,BC, ,2013-V30400, ,50.3068,-122.797,2013,8,3,2013-08-03 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0092153133512556,286.6026911836328,0.013447591463803,0.0967221158503341,21.22406127499511,0.1776088483804068,,,,,,,,,,,
144554,BC-2013-2013-V30413,BC, ,2013-V30413, ,50.333,-123.1242,2013,8,3,2013-08-03 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0092435651034683,286.48519994447264,0.0159831638635653,0.1048532060602474,21.212172646870123,0.2150095151777496,,,,,,,,,,,
144555,BC-2013-2013-V30416,BC, ,2013-V30416, ,50.325,-122.7555,2013,8,2,2013-08-02 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0091663094571605,286.5505329821777,0.0309929592708497,0.0773385944835838,20.46726119110106,0.1988177805592192,,,,,,,,,,,
144556,BC-2013-2013-V30513,BC, ,2013-V30513, ,50.5589,-122.8539,2013,8,2,2013-08-02 00:00:00,,,0.9,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.008500273630645,285.2556391664092,0.0279515331270115,0.0640684959852983,19.383160781100035,0.2252163894233831,,,,,,,,,,,
144557,BC-2013-2013-V30598,BC, ,2013-V30598, ,49.8671,-123.0864,2013,8,7,2013-08-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0101142801671386,290.11502984346873,0.0073500006087822,0.0146257528596473,19.648693129957994,0.1353630298110394,,,,,,,,,,,
144558,BC-2013-2013-V30599,BC, ,2013-V30599, ,49.8636,-123.0846,2013,8,7,2013-08-07 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0101194790250494,290.1409211569219,0.0073869725749032,0.0145566702323796,19.681958560618178,0.1342882127081837,,,,,,,,,,,
144559,BC-2013-2013-V10469,BC, ,2013-V10469, ,49.8059,-121.4727,2013,8,5,2013-08-05 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0103439760209105,289.654135918834,0.0182632257236144,0.0416019554382265,19.82813843281616,0.1638306770582208,,,,,,,,,,,
144560,BC-2013-2013-V10522,BC, ,2013-V10522, ,49.0554,-121.2862,2013,8,7,2013-08-07 00:00:00,,,0.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0084605012665374,289.3634163559336,0.0163963037965942,0.0011693539072948,15.267594776031205,0.2284474051164103,,,,,,,,,,,
144561,BC-2013-2013-V10076,BC, ,2013-V10076, ,49.0911,-121.5792,2013,5,31,2013-05-31 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0058388575151579,281.12778512558987,0.0026020366356852,0.1892770156181049,11.842313169444587,0.1300598236079786,,,,,,,,,,,
144562,BC-2013-2013-V10093,BC, ,2013-V10093, ,49.5706,-121.8068,2013,6,17,2013-06-17 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0088049775473952,286.14669945803126,0.0460815212830964,0.1424635507495757,18.974674608987065,0.2914250165547055,,,,,,,,,,,
144951,BC-2013-2012-K61027,BC, ,2012-K61027, ,49.9275,-120.7597,2013,3,31,2013-03-31 00:00:00,,,1.2,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0040485732119252,277.96764069970703,0.0052283422113348,0.0008631728975889,9.593656062666325,0.3597191888043344,,,,,,,,,,,
145185,BC-2013-2013-V10666,BC, ,2013-V10666, ,49.5044,-121.8463,2013,9,3,2013-09-03 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.010391476242159,288.3410627706094,0.0102241043209625,0.1080468640869694,26.956208624775904,0.1531838928730014,,,,,,,,,,,
145186,BC-2013-2013-V10249,BC, ,2013-V10249, ,49.3669,-121.7285,2013,7,21,2013-07-21 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0098573975768406,289.0474151302832,0.0,0.0097321499204879,17.76125411318816,0.1968340150433997,,,,,,,,,,,
145187,BC-2013-2013-V10278,BC, ,2013-V10278, ,49.3495,-122.8925,2013,7,23,2013-07-23 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0101250370586738,291.6470171945801,3.141816370189208e-06,0.0002939109938468,18.014132445793155,0.2115176740043416,,,,,,,,,,,
145188,BC-2013-2013-V10299,BC, ,2013-V10299, ,49.3685,-122.4798,2013,7,28,2013-07-28 00:00:00,,,0.5,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0091355374657055,289.1268402214941,0.0003609780626845,0.0311239596065346,19.52372925181092,0.2069859240716432,,,,,,,,,,,
145189,BC-2013-2013-V10310,BC, ,2013-V10310, ,49.6029,-122.6466,2013,7,28,2013-07-28 00:00:00,,,64.4,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0088116763313206,288.3514403445664,0.0005863581721441,0.037566211350276,18.30424427231832,0.096890369109612,,,,,,,,,,,
145190,BC-2013-2013-V30199,BC, ,2013-V30199, ,49.8,-123.1504,2013,7,12,2013-07-12 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0060093625229299,283.5926846230469,0.0005621486087227,0.0530055057885646,12.054220039367715,0.3160169395806593,,,,,,,,,,,
145191,BC-2013-2013-V30232,BC, ,2013-V30232, ,49.7727,-123.1026,2013,7,19,2013-07-19 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0106742644657216,290.5950418088281,0.0006581836225596,0.0178370741971869,18.54905629087293,0.2107396695421844,,,,,,,,,,,
145192,BC-2013-2013-V30414,BC, ,2013-V30414, ,49.6399,-123.0351,2013,7,31,2013-07-31 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0093359662121662,290.73534814606546,0.0117537992546716,0.0212872148010579,21.894100098290743,0.3048556728274535,,,,,,,,,,,
145193,BC-2013-2013-V30422,BC, ,2013-V30422, ,49.7108,-123.0867,2013,8,2,2013-08-02 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0108725583335637,289.6204422407851,0.0367823787698206,0.1453483263895457,26.43508220578613,0.2381649446045269,,,,,,,,,,,
145194,BC-2013-2013-V30471,BC, ,2013-V30471, ,49.7588,-122.9516,2013,7,28,2013-07-28 00:00:00,,,0.3,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0084021999205441,287.4749596970625,0.0007451044937387,0.0341381434263735,17.021851262911124,0.0362772039973654,,,,,,,,,,,
145195,BC-2013-2013-V30531,BC, ,2013-V30531, ,49.6979,-123.0942,2013,8,9,2013-08-09 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0114832704720007,292.1353686746016,0.0024565379987582,0.0089214512186649,19.691546862507348,0.0665244322952998,,,,,,,,,,,
145196,BC-2013-2013-V10565,BC, ,2013-V10565, ,49.3097,-121.7728,2013,8,12,2013-08-12 00:00:00,,,0.3,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0105137568800249,289.2402805141777,0.0269497331224753,0.0842366154452887,25.03388453098916,0.215343447024511,,,,,,,,,,,
145197,BC-2013-2013-V10586,BC, ,2013-V10586, ,49.4429,-122.0393,2013,8,11,2013-08-11 00:00:00,,,0.02,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0110655360046487,291.8789607167949,0.058226760555207,0.0368569053126791,26.21668736114708,0.2413330883983506,,,,,,,,,,,
145198,BC-2013-2013-V10611,BC, ,2013-V10611, ,49.5209,-121.7538,2013,8,19,2013-08-19 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0083666194943326,285.43761224964845,0.0028268254526462,0.1425136329574356,18.87102903913746,0.3087752645380512,,,,,,,,,,,
145199,BC-2013-2013-V10079,BC, ,2013-V10079, ,49.3247,-122.7258,2013,6,3,2013-06-03 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0075066384201278,286.0970820637871,0.000689302169863,0.0466345348123888,17.522748442732052,0.2632017102114242,,,,,,,,,,,
145200,BC-2013-2013-V10095,BC, ,2013-V10095, ,49.4838,-121.8681,2013,6,17,2013-06-17 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0089458481318206,286.4501193840332,0.0420854303286902,0.1465554591557711,19.558819593588247,0.3357032748902909,,,,,,,,,,,
145201,BC-2013-2013-V10097,BC, ,2013-V10097, ,49.3018,-122.1385,2013,6,18,2013-06-18 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0078292120977884,286.59057257679683,0.0075049880205673,0.1448817524887969,17.238700062702623,0.3775877798046069,,,,,,,,,,,
145889,BC-2013-2013-V10644,BC, ,2013-V10644, ,49.3001,-121.9645,2013,8,26,2013-08-26 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0087226233197081,287.53450089751954,0.0289771843589606,0.0473410281254476,21.83103597243713,0.3611236978377562,,,,,,,,,,,
145890,BC-2013-2013-V10720,BC, ,2013-V10720, ,49.247,-122.2906,2013,10,16,2013-10-16 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.00557214144214,280.1972762809765,0.0101321419037163,0.0142076224240386,14.32054098295776,0.4435757833817453,,,,,,,,,,,
145891,BC-2013-2013-V10751,BC, ,2013-V10751, ,49.2866,-121.8005,2013,10,29,2013-10-29 00:00:00,,,1.3,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0029441880192128,273.915196994502,0.0,0.0,6.113486313068389,0.2167776136725978,,,,,,,,,,,
145892,BC-2013-2013-V10217,BC, ,2013-V10217, ,49.0443,-122.0069,2013,7,15,2013-07-15 00:00:00,,,1.3,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0079259928397011,288.7187529603398,3.2018404642487734e-06,0.0010362559501728,13.978388704892064,0.2213291648845434,,,,,,,,,,,
145893,BC-2013-2013-V10298,BC, ,2013-V10298, ,49.2912,-122.3606,2013,7,28,2013-07-28 00:00:00,,,3.4,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0091262964746823,289.153811432875,0.0003006454047911,0.0275386713121167,19.29588418728321,0.2174378803391588,,,,,,,,,,,
145894,BC-2013-2013-V10331,BC, ,2013-V10331, ,49.2396,-122.3531,2013,7,30,2013-07-30 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0094431793584421,291.0914970770156,0.0014877230713298,0.0051331960160485,20.864002084396443,0.1530799038707809,,,,,,,,,,,
145895,BC-2013-2013-V10431,BC, ,2013-V10431, ,49.3571,-123.0832,2013,8,3,2013-08-03 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0099605379272609,289.30452009838086,0.0042848099841254,0.060194357493664,30.340930806359115,0.3137361155156328,,,,,,,,,,,
145896,BC-2013-2013-V10012,BC, ,2013-V10012, ,49.2371,-122.0028,2013,4,26,2013-04-26 00:00:00,,,0.2,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0057907303024933,281.8559166871757,0.0194759945515142,0.0090213140200585,14.393876699587205,0.4249199645641805,,,,,,,,,,,
145897,BC-2013-2013-V10521,BC, ,2013-V10521, ,49.2141,-122.6921,2013,8,9,2013-08-09 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0118646111317567,293.150199938835,0.0015664466441219,0.003036098435046,23.777403594838308,0.174416510319389,,,,,,,,,,,
145898,BC-2013-2013-V10555,BC, ,2013-V10555, ,49.2822,-121.9538,2013,8,11,2013-08-11 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0112261255460368,291.7392641553945,0.0734098199682304,0.0419411131651286,26.99617601238353,0.1885554917140123,,,,,,,,,,,
145899,BC-2013-2013-V10556,BC, ,2013-V10556, ,49.26,-121.9578,2013,8,11,2013-08-11 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0112420944243311,291.68256490742186,0.0754128421447278,0.042511839228773,27.164370311987348,0.1795657479328592,,,,,,,,,,,
145900,BC-2013-2013-V10608,BC, ,2013-V10608, ,49.1839,-121.9248,2013,8,19,2013-08-19 00:00:00,,,0.1,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0087826275949294,286.9503700817461,0.0039553854370869,0.0965856090731756,21.30750973106337,0.2922362139585976,,,,,,,,,,,
145901,BC-2013-2013-V10190,BC, ,2013-V10190, ,49.2898,-121.9351,2013,7,10,2013-07-10 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.009350944884222,290.15593847149216,0.0016152451414087,0.0082440262643398,19.29906064361648,0.429117770093064,,,,,,,,,,,
145946,BC-2013-2013-V10652,BC, ,2013-V10652, ,49.0879,-121.697,2013,8,30,2013-08-30 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0099872597288772,286.8721287136719,0.0189632626077884,0.2311225530353399,21.90904896619876,0.0856294597217684,,,,,,,,,,,
145947,BC-2013-2013-V10668,BC, ,2013-V10668, ,49.0908,-121.7951,2013,9,3,2013-09-03 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0106759193793488,288.6684479024688,0.0086491597598069,0.1207670676784066,28.22129808204422,0.1512872224394242,,,,,,,,,,,
145948,BC-2013-2013-V10673,BC, ,2013-V10673, ,49.0587,-121.8979,2013,9,5,2013-09-05 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0108841929635811,289.0152916283184,0.0502946153387377,0.0499059111624374,30.88634621821421,0.1285813308612187,,,,,,,,,,,
145949,BC-2013-2013-V10558,BC, ,2013-V10558, ,49.0638,-121.8867,2013,8,11,2013-08-11 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0114498079886158,291.2935958198867,0.0946331934939514,0.049503053748714,27.97986253884353,0.1092124806205418,,,,,,,,,,,
145950,BC-2013-2013-V10148,BC, ,2013-V10148, ,49.1065,-121.8283,2013,7,7,2013-07-07 00:00:00,,,0.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0095795417392253,290.5475151371533,0.0096356718448714,0.0322893720478189,20.42628586631685,0.1282810015157808,,,,,,,,,,,
145981,BC-2013-2012-N60679,BC, ,2012-N60679, ,49.0087,-118.3114,2013,3,25,2013-03-25 00:00:00,,,0.009,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0024791504483262,268.73767508187893,0.0040591807187967,0.0045093604404259,5.239915889957984,0.5224709582211005,,,,,,,,,,,
145983,BC-2013-2013-R90062,BC, ,2013-R90062, ,59.9619,-128.4739,2013,6,9,2013-06-09 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0065962471596428,284.2452302328184,0.0202926426218677,0.1190894406085166,15.904271847847689,0.2078367853747123,,,,,,,,,,,
145989,BC-2013-2013-R90100,BC, ,2013-R90100, ,59.9332,-132.856,2013,7,1,2013-07-01 00:00:00,,,2.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0087356304867482,287.63748661632815,0.0399230526726294,0.1280518418900491,20.007525439836435,0.9543964684482767,,,,,,,,,,,
145990,BC-2013-2013-G90118,BC, ,2013-G90118, ,59.3033,-125.2076,2013,6,15,2013-06-15 00:00:00,,,6.4,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0072809818613456,284.99168195844334,0.0042601798590423,0.1087524454867515,16.028006981544248,0.3490737896344902,,,,,,,,,,,
145991,BC-2013-2013-G90356,BC, ,2013-G90356, ,59.4236,-125.5868,2013,5,17,2013-05-17 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0045984536996154,280.47131589340626,0.0018401599648109,0.0122181529588781,8.96609823051685,0.5198517370045624,,,,,,,,,,,
145992,BC-2013-2013-G90109,BC, ,2013-G90109, ,59.9248,-120.9222,2013,6,14,2013-06-14 00:00:00,,,66.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081970473504357,286.1620750836406,0.01987786512642,0.1304373682560502,19.853645292695315,0.0649867917955445,,,,,,,,,,,
145994,BC-2013-2013-G90164,BC, ,2013-G90164, ,60.1827,-124.9168,2013,6,24,2013-06-24 00:00:00,,,0.001,N,N,Fire, , , , ,coord outside of admin boundary, ,2020-05-05 00:00:00,0.0102514278861009,293.0193780621778,0.0056376248731912,0.0449710390679471,21.079165130625256,0.5628679575451618,,,,,,,,,,,
146009,BC-2013-2013-G90100,BC, ,2013-G90100, ,59.0298,-121.1402,2013,5,28,2013-05-28 00:00:00,,,12.5,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0073856464922391,287.0648866354414,0.0072807129762653,0.08113535784797,18.097523884521006,0.1242487352360856,,,,,,,,,,,
146010,BC-2013-2013-G90102,BC, ,2013-G90102, ,59.0476,-121.5162,2013,5,29,2013-05-29 00:00:00,,,0.6,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0073679656570899,287.14657744829685,0.0029166659996347,0.0765780191286792,19.351837346091298,0.0696539459975287,,,,,,,,,,,
146011,BC-2013-2013-G90114,BC, ,2013-G90114, ,59.3163,-121.9261,2013,6,22,2013-06-22 00:00:00,,,209.7,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0100606543369204,293.12951366943554,0.0040175370890937,0.03547219653171,24.445424999594746,0.0167385362066284,,,,,,,,,,,
