FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE
155894,BC-2015-2015-K50181,BC, ,2015-K50181, ,49.0984,-119.4661,2015,6,27,2015-06-27 00:00:00,,,0.7,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0085578207850906,297.29072936806256,0.0172428874090469,0.0047927008795941,18.03287362532473,0.2996412229579827,289.9639132713517,0.4613465316667606,81.06855386155576,98.71996168784044,1.4179448784906614e-05,2.702011016530274,0.9692781220074768,279.31239167178904,41.583507380716114,0.192528840977172,
155895,BC-2015-2015-K50184,BC, ,2015-K50184, ,49.0511,-119.5398,2015,6,27,2015-06-27 00:00:00,,,2.5,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0084842676851872,296.9162489044551,0.0175931583628562,0.0052869457511146,17.63060032799012,0.3121500777627134,289.63059058550573,0.4679482988446029,82.42111410432001,98.17887246668022,1.3740040046643294e-05,2.676296184516004,0.9690013983315124,280.131251109584,41.57857293638096,0.1942093748442513,
155896,BC-2015-2015-K50185,BC, ,2015-K50185, ,49.0457,-119.5327,2015,6,28,2015-06-28 00:00:00,,,0.4,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081512672996936,298.6956355779062,0.0055293648835856,0.0076752674335858,20.45267505058653,0.3646768455396481,289.71401063052144,0.4662242588116061,81.79294934076455,98.64479865616129,1.3671598271550524e-05,2.675239120860601,0.9689884135619944,280.1848621332833,41.00974012192259,0.1936342345713665,
155897,BC-2015-2015-K50186,BC, ,2015-K50186, ,49.0494,-119.5424,2015,6,28,2015-06-28 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081581390209131,298.59906584463283,0.0056090533527418,0.0077466456001646,20.4019635139917,0.3648994605315942,289.6165265589025,0.4682571589202398,82.49223855905291,98.1410161538453,1.3726635370037132e-05,2.6753530270772106,0.9689911796916276,280.16001000002734,41.59655474511754,0.1942942967199031,
155898,BC-2015-2015-K50188,BC, ,2015-K50188, ,49.0974,-119.4643,2015,6,27,2015-06-27 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0085579723362599,297.30806815183405,0.0172602242852035,0.0047908582475345,18.04739114273136,0.2995564772699011,289.9830550482931,0.4609531674208079,80.92881948283554,98.82189029248252,1.4166307263121813e-05,2.701872955720202,0.9692762851864968,279.3210492891757,41.46124798355662,0.192399497002019,
155899,BC-2015-2015-K50191,BC, ,2015-K50191, ,49.1019,-119.5167,2015,6,28,2015-06-28 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082118562831985,298.661534743,0.0054437472328255,0.0073596242293605,20.34131069828308,0.3622063351593548,289.5740636642362,0.4690255340058023,83.54910938312983,97.05177403314384,1.42538230755118e-05,2.6973717401427217,0.9692346455956212,279.4012663448965,43.43989022602301,0.1949094476402623,
155900,BC-2015-2015-K50194,BC, ,2015-K50194, ,49.0471,-119.4198,2015,6,28,2015-06-28 00:00:00,,,20.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081197234664043,299.69777355758987,0.0046318088356766,0.0066900692573608,20.910142053242208,0.3621448771133178,290.65048810667764,0.4464249072134378,75.5634734925816,102.91253966419984,1.3494987655904455e-05,2.6900093303497457,0.9691374225943604,279.8892702535684,36.47158360579496,0.1874588029854636,
155901,BC-2015-2015-K50196,BC, ,2015-K50196, ,49.1088,-119.4515,2015,6,28,2015-06-28 00:00:00,,,1.2,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082143164157187,299.1451344696094,0.0049428743503111,0.0068334289759182,20.556234527148444,0.3608512434916433,290.00776370753897,0.460694356263582,81.02296991271542,98.64704758143516,1.429468379092988e-05,2.7073006334463496,0.9693347733670808,279.13273511441406,41.77983726992966,0.1924229464639669,
155902,BC-2015-2015-K50197,BC, ,2015-K50197, ,49.1152,-119.3917,2015,6,28,2015-06-28 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082193504070599,299.5734027818906,0.0044861026028624,0.0063628550244431,20.74716953218749,0.3607879781378927,290.3898487875233,0.4535542944787314,78.86482105355931,99.9825127627124,1.434815187483819e-05,2.716278091094176,0.9694248327527925,278.8820999906172,40.38531441169635,0.1903127292830283,
155903,BC-2015-2015-K50206,BC, ,2015-K50206, ,49.1325,-119.4697,2015,6,27,2015-06-27 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0085852928601637,297.11011086520995,0.0168365818994529,0.0046565896417716,17.92272769326017,0.2973258203490746,289.7403939239747,0.4662789425926671,83.15379021697346,97.02077184328029,1.4582508224544292e-05,2.713481947437097,0.9694069401325704,278.8635244447753,43.82372919586305,0.1943362386690374,
155904,BC-2015-2015-K50207,BC, ,2015-K50207, ,49.1124,-119.4345,2015,6,28,2015-06-28 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0082180488402509,299.25998272023435,0.0048145665315312,0.0066951165251097,20.604396333386227,0.3606807119810273,290.1063880547655,0.4588855250957128,80.50678127207586,98.94602611150836,1.433050613246627e-05,2.710476556463774,0.9693673549877548,279.0376079146876,41.49183942453541,0.1919059022170073,
155905,BC-2015-2015-K50213,BC, ,2015-K50213, ,49.146,-119.6005,2015,6,29,2015-06-29 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0113615871008694,296.35873104345706,0.0850642849894522,0.0877253719130752,30.279788095373547,0.1397455712812195,288.81819662382804,0.4831233981767667,88.68994660148968,93.40637053244602,1.4716722570580902e-05,2.7041636003395078,0.96932686706295,279.05803256093753,47.99953190858796,0.1994899362406734,
155906,BC-2015-2015-K50236,BC, ,2015-K50236, ,49.0325,-119.5413,2015,6,28,2015-06-28 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0081395723853811,298.654256999414,0.00558907254778,0.0077965360567447,20.45655926225278,0.3655560458974893,289.7000840950683,0.4666255583452713,81.71467627222326,98.78197365678076,1.354936066260998e-05,2.6693648295042025,0.9689235780840396,280.37938765922854,40.68816662614312,0.1936711232782605,
155907,BC-2015-2015-K50438,BC, ,2015-K50438, ,49.2012,-119.5895,2015,7,20,2015-07-20 00:00:00,,,130.0,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0096398640451735,295.29081764257813,0.0169747034693741,0.0268266419173347,23.951188187694083,0.2437535807404617,290.635755311836,0.4156082114359274,76.5872121726704,102.837435379185,9.945946425928512e-06,3.543463992552948,0.9726691480575944,274.67287168244155,40.96165810523632,0.1753944998061274,
155908,BC-2015-2015-K50491,BC, ,2015-K50491, ,49.295,-119.4795,2015,7,25,2015-07-25 00:00:00,,,0.1,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0076487860768511,287.9354854875488,0.0214429505036622,0.0797478499925436,18.78926743917846,0.3136798190655083,290.7724610615234,0.4169540263571741,77.8631513897096,102.69942286627187,1.0270339478356636e-05,3.629948312730791,0.9737031694569588,275.4834740314941,42.58646830184949,0.1772880320636034,
155909,BC-2015-2015-K50549,BC, ,2015-K50549, ,49.1688,-119.4505,2015,8,7,2015-08-07 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0063272285262423,288.8817343430078,0.0001740021745994,0.0063407329287129,15.362295537896706,0.2702463410377713,289.848973639414,0.3757825117580413,45.61043995266613,75.25537245030267,7.771645701535765e-06,4.104566937557981,0.96008145170578,207.88708466275395,18.386269517070428,0.1634478513092993,
155910,BC-2015-2015-K50551,BC, ,2015-K50551, ,49.2351,-119.5752,2015,8,7,2015-08-07 00:00:00,,,0.15,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0063239229632737,287.9632652760664,0.0002513909225389,0.0069742241831326,14.813074928753377,0.2789914991504091,289.03827931665825,0.3818950663543797,51.47625173372696,72.78673046198784,9.37917897103609e-06,4.247011362153476,0.9619650666312904,209.4947445528105,24.089407278988183,0.1635520444632531,
155911,BC-2015-2015-K50583,BC, ,2015-K50583, ,49.322,-119.5375,2015,8,12,2015-08-12 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.007510061953552,294.04590924560546,0.011471516308561,0.0070938375639542,18.844477855834963,0.3169284347019692,288.9615447314453,0.3854557050824167,52.12263858123777,72.57006304504392,9.823576282142302e-06,4.370677901649478,0.96300876247406,209.39322391235348,24.71100608764647,0.1657355166375638,
155912,BC-2015-2015-K50602,BC, ,2015-K50602, ,49.3156,-119.6516,2015,8,14,2015-08-14 00:00:00,,,1.8,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0074866166266955,293.1301290288438,0.0036789242294811,0.0094171584489469,18.32734576793115,0.2835968271400937,288.65966001814843,0.3842489568369674,53.5534443601094,72.69249719684964,1.0436690348337436e-05,4.376935819935918,0.9635926929411468,210.56852604389067,26.026093661554704,0.1640916922042847,
155913,BC-2015-2015-K50619,BC, ,2015-K50619, ,49.2013,-119.5715,2015,8,14,2015-08-14 00:00:00,,,317.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0074812340601211,293.5956590986035,0.0028870684062984,0.0081094191997649,18.567165727695,0.2480066188073035,289.1253720304491,0.3805726690006022,50.91475462810662,72.90208761451272,9.09228483614308e-06,4.1958419086002445,0.9614466130677416,209.34009731366476,23.55657828022758,0.1629378255433439,
155914,BC-2015-2015-K50673,BC, ,2015-K50673, ,49.1241,-119.5598,2015,8,17,2015-08-17 00:00:00,,,2.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0065563480611133,290.0461801827872,0.0147298046902,0.0189777178538946,16.892682515750867,0.3453458569613774,289.3611708442598,0.3771804588758847,49.30564918802198,73.37074875458214,8.386013304042867e-06,4.076233395127254,0.960228170362995,208.94639953811225,22.01482845886793,0.1615371824505567,
155915,BC-2015-2015-K50681,BC, ,2015-K50681, ,49.2772,-119.6204,2015,8,18,2015-08-18 00:00:00,,,0.3,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0069720756342316,289.6034221277969,0.001237396352448,0.003589804510005,20.43213314048144,0.3744703398600396,288.79468457202336,0.3835267425182724,52.948178647223024,72.5103197482636,9.99849267030706e-06,4.318233089537968,0.9628641274112396,210.1184539773752,25.484046402633165,0.1638101440662382,
155916,BC-2015-2015-K50690,BC, ,2015-K50690, ,49.3386,-119.5459,2015,8,20,2015-08-20 00:00:00,,,0.5,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0072692538178724,290.6649361050371,0.0010565545108731,0.001489030866955,16.091957246705253,0.2331778722484349,288.8963452813437,0.3861100184822747,52.528912452826575,72.48804643527204,1.0007553607971322e-05,4.397064799001008,0.9633047414738312,209.5392034478137,25.0964858372394,0.1659557170372722,
155938,BC-2015-2015-K50241,BC, ,2015-K50241, ,49.0258,-119.3016,2015,6,27,2015-06-27 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0086711386576478,298.22491770819533,0.018837142395974,0.0049181648555552,18.993367636547383,0.2775247595829248,290.8969923107892,0.4449309990840437,77.8964456365118,100.5903224953738,1.3761774198621869e-05,2.742186819456201,0.9696441631376418,279.9769258366055,39.44652927681821,0.1845236575146652,
155939,BC-2015-2015-N60114,BC, ,2015-N60114, ,49.029,-119.2345,2015,6,12,2015-06-12 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0058014068881519,287.04492268535154,0.0006969601207027,0.0259822204386117,9.45995288049774,0.3870215351512046,290.6108448799316,0.4550311413924227,83.95627986300096,95.54691744526328,1.4381138935238484e-05,2.791653263240054,0.9701323193083764,279.8460141615234,45.52433614202316,0.1856608350022319,
155940,BC-2015-2015-K50593,BC, ,2015-K50593, ,49.0,-119.2695,2015,8,13,2015-08-13 00:00:00,,,50.0,N,N,Fire, , , , ,coord outside of admin boundary, ,2020-05-05 00:00:00,0.0071843511406332,298.0843209716797,0.0014791944607393,0.0003885701926192,18.953449125671384,0.4317467947551797,291.0030109863281,0.3486228742599481,34.24130030212402,81.44901344604492,5.634406489480201e-06,3.937923125457773,0.957110072517395,205.473142980957,7.672707702636746,0.1551267094492909,
155941,BC-2015-2015-N60296,BC, ,2015-N60296, ,49.0014,-118.7834,2015,7,7,2015-07-07 00:00:00,,,0.02,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0086806417824091,294.3750688212891,0.0009420268457328,0.0164412974523592,21.37513928648439,0.2021054218677475,291.5662451524336,0.3480711312618172,72.52926092853491,109.18460903812912,7.288407371675029e-06,4.092842264763121,0.9756534699852903,277.759088920543,38.60658139116983,0.1454098325273377,
