FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE
147033,BC-2015-2015-R10086,BC, ,2015-R10086, ,54.1136,-125.6952,2015,6,23,2015-06-23 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0085130838327231,288.26497743875,0.0053281039898939,0.055362676118393,18.743627195167004,0.2543932016376116,285.3227944277031,0.78350013692807,116.28084679596876,46.340542205349614,2.8233523022921744e-05,2.7190657989604494,0.9682084598247376,240.17174039014844,63.987686189546906,0.3327206719608916,
147101,BC-2015-2015-V90374,BC, ,2015-V90374, ,50.9417,-127.1002,2015,8,2,2015-08-02 00:00:00,,,2.0,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0093050422788639,288.8785519785645,0.0040502906055791,0.0021219509403084,21.464440722725087,0.8318620676798837,287.6778093801758,0.6331845069562418,110.35313789485204,27.391560635087657,4.166762514354727e-05,5.588540961281258,0.9755630204433212,198.95409744790527,71.15869629821192,0.2629760067257053,
147121,BC-2015-2015-V10123,BC, ,2015-V10123, ,53.3581,-131.9297,2015,6,3,2015-06-03 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0074218714553594,285.0343376851797,0.0127220701430455,0.1971787287944743,21.65078892062147,0.8949776146069136,286.24257486123827,0.7377352346008359,98.92744359398392,50.47212873528601,2.1294541653016567e-05,3.0588266210804127,0.8749657372137523,213.67666423742972,50.36850383345765,0.3156105091620895,
147122,BC-2015-2015-V10220,BC, ,2015-V10220, ,53.7868,-132.2239,2015,6,23,2015-06-23 00:00:00,,,0.25,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0081559664029716,287.71468557196874,0.0009798738612663,0.0195614909640932,16.48744645956275,0.9435110679924296,286.0375102809375,0.7539533360371098,93.42853480062212,47.70080168283992,1.9375930930379547e-05,3.0435960742196877,0.8706091505844624,203.93476967217995,47.01558689194578,0.3273882497385332,
147123,BC-2015-2015-V10401,BC, ,2015-V10401, ,53.5886,-131.9566,2015,8,8,2015-08-08 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0090763291377906,287.72568603510155,0.0124736130811526,0.2517615210157266,24.2962467062478,1.4207716570606042,287.698858109418,0.7127918932204815,95.27845624431252,9.59461756638708,5.019876189143487e-05,4.240314268148321,0.901024344230966,160.48702515311714,46.89861454025828,0.3044455465504567,
147190,BC-2015-2015-V10301,BC, ,2015-V10301, ,53.3824,-132.1516,2015,7,9,2015-07-09 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.0094444236366119,289.47212285578127,0.0066686994567172,0.0066306509894773,23.61469863483984,1.1492948244267156,288.0779247219375,0.6901094445905761,112.83558570911714,35.511814613947294,3.544774745251429e-05,3.6507301718902574,0.9242628787807003,210.12208263991403,56.64554665599211,0.2839945675880886,
147191,BC-2015-2015-V10410,BC, ,2015-V10410, ,53.2617,-132.133,2015,8,11,2015-08-11 00:00:00,,,0.009,H,H,Fire, , , , , , ,2020-05-05 00:00:00,0.009456009030562,288.24795364853514,0.028920318776614,0.1227203738852746,28.556563373132946,1.9719546695781884,287.50398508100585,0.6909661605677418,93.68250966933353,12.51083925635222,5.257728584714236e-05,4.211103650657433,0.8948175065571993,160.8501069677587,43.48706636523436,0.2777501065332886,
147887,BC-2015-2014-C50218,BC, ,2014-C50218, ,52.026,-123.1821,2015,3,21,2015-03-21 00:00:00,,,0.009,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0046579080223143,275.16848274050784,0.0389854547734665,0.0922577815744544,10.282282109434815,0.0587928232041886,273.6943123708984,0.8171578719691855,41.36472195335445,3.3866271586125656,1.5330353005962153e-05,2.3880802439988744,0.9629903637531664,116.82339704636212,13.995927308577224,0.3598014906870654,
147888,BC-2015-2014-C50224,BC, ,2014-C50224, ,52.0233,-123.1788,2015,3,29,2015-03-29 00:00:00,,,4.0,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0043040181403872,277.77996181612303,0.0409221580629213,0.0387377531015844,9.5803027037085,0.0362410682695267,273.69902034469726,0.8173012506526988,41.40889706691433,3.376004012727565,1.5324610341614062e-05,2.3883743819161083,0.9630046727957878,116.86635391798336,14.01713768598035,0.3598687406213113,
147889,BC-2015-2014-C50225,BC, ,2014-C50225, ,52.1267,-124.0047,2015,3,30,2015-03-30 00:00:00,,,37.0,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0042533479845662,276.3920646278477,0.0276829135525717,0.0540305894906523,10.347125836603242,0.1180039381591792,273.1997199053183,0.7576973740937796,38.48255664399624,8.524647380437544,1.4216642679813668e-05,2.165406242810277,0.957643410408325,119.85524759036124,12.701588748964229,0.325635181389273,
148076,BC-2015-2014-C20223,BC, ,2014-C20223, ,52.1091,-121.9919,2015,3,27,2015-03-27 00:00:00,,,0.009,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0061116130713225,279.5618185767051,0.0737336869834578,0.0612412819360855,14.102256884708522,0.0824864268932042,274.1606692160567,0.8318339130823802,38.637951256052304,4.3885420459530335,2.227729904446092e-05,2.0924868393597134,0.9566483815679664,110.47112232542167,11.720058967830612,0.3714616811882181,
148087,BC-2015-2014-C40213,BC, ,2014-C40213, ,51.4322,-122.0031,2015,3,9,2015-03-09 00:00:00,,,0.5,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0044228682592814,276.30485934630275,0.0148756935942304,0.0087142177749584,10.317934526518158,0.2042105684270716,273.9163460075879,0.7711017702052463,42.63492855418731,7.274133155423609,1.5971351597111587e-05,2.2202704725775755,0.9606268509933968,121.37917428576137,14.017653987348655,0.3354548149690179,
148088,BC-2015-2014-C40216,BC, ,2014-C40216, ,51.7775,-121.2414,2015,3,17,2015-03-17 00:00:00,,,0.1,H,H,Fire, , , ,Note that BC FIRE_ID includes the fiscal year in which fire is reported, , ,2020-05-05 00:00:00,0.0035837381981309,273.6554852916504,0.0169700283656328,0.0036030423863273,6.355327950955958,0.098350479852973,273.5104084112793,0.8290073377782821,37.777649677597,3.688677211861008,2.6495056895696413e-05,1.9405151876390407,0.9507789062314984,107.52549102313225,9.73021784080883,0.3653658091464518,
148201,BC-2015-2015-V90021,BC, ,2015-V90021, ,51.792,-125.5934,2015,5,12,2015-05-12 00:00:00,,,0.009,N,N,Fire, , , , , , ,2020-05-05 00:00:00,0.0057349597891855,279.1864691235156,0.0324438410665226,0.0426829876235104,12.77415959111084,0.3524743483486292,276.681779510625,0.771707951964112,53.00418497671871,43.72770851081045,1.2238374494987072e-05,1.1519966028289796,0.9253573955882264,201.89628234316396,12.373007410859348,0.3292168459564213,
