FID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SIZE_HA,CAUSE,CAUSE2,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE
4847,46.198589,-63.10937,2020,5,26,0.7,H,H,0.007776821524567708,285.5495469867339,0.009248141760196758,0.035762310136705604,30.801846423466934,4.219057847163263,282.49954973512433,0.7231395827014322,98.35372896039782,41.619052336254754,2.630138359113681e-05,1.7533431268450053,0.5835999521798637,217.52210115994416,25.55069952018332,0.289297026792794,
4848,46.61804988,-64.10498945,2020,5,17,0.2,H,H,0.005210454672578585,281.09491932413,0.00022352530798027193,0.02052900763197108,13.06135928778555,1.8980938512489238,282.0341264952606,0.6930485881502599,100.81874958236028,39.09819742391819,2.8617495243376636e-05,2.729876248333852,0.969554275127576,218.5445147151866,28.65391753242244,0.2965460554135957,
4849,46.48703732,-63.82410939,2020,9,19,1.06,H,H,0.004788060003451021,284.32006196909884,0.0015736873765172833,0.027999574596297733,10.979029460491764,4.1920739837841685,287.9580202197541,0.4878636895607258,82.50824844654117,8.062214257962683,2.765214448113935e-05,5.269497801181733,0.9095543594370054,157.84892721447017,44.61025809442639,0.1942312179659296,
4850,46.39305266,-63.1452974,2020,9,10,1.52,H,H,0.011191653536332433,291.69636100600286,0.011880080816522273,0.02614573398888637,34.930140939306284,1.4734044523601113,289.2729089302261,0.5802698137340937,66.16059644103505,22.58881520819913,2.6866040299034492e-05,2.565355327372619,0.4289008395546786,160.27189015359426,18.931218101400468,0.1889127348289627,
4851,46.77266378,-64.18772265,2020,8,4,0.16,H,H,0.012819489014289415,294.0741820645766,0.03318078197622731,0.024377918164498448,33.93645230434886,2.808182998365287,292.8799083501832,0.4491850685679539,107.44490477637224,40.091074777416566,2.285032353866122e-05,5.876819760036575,0.959264313981301,219.58656996357468,63.1690471688264,0.1894580285700163,
4852,46.26183744,-62.76636922,2020,9,19,1.9,H,H,0.005242252028430642,285.7005245372537,0.006811116786734502,0.04284057242170809,12.18445297570367,5.498857161749518,289.4607530520227,0.4966901967652598,68.09952244733753,21.720426636748773,2.4770730489410377e-05,2.9239973657070646,0.469089525489765,161.84406731069652,24.902244041168327,0.1841660135591807,
4853,46.39598035,-63.60253428,2020,8,11,0.26,H,H,0.01448802948872894,295.8318043247958,0.0013693449512479125,0.010295846907564226,39.24073606023559,3.589779567656733,292.9120367362105,0.5200815978051432,121.7496173423392,27.718472615520906,2.693716379960625e-05,5.181058755366321,0.8345001075730658,220.7416182104867,67.28744053709396,0.1994610031156147,
4854,46.59253153,-64.00160338,2020,4,15,0.04,H,H,0.0034561694282311886,276.7179295143959,0.03981669215424737,0.048049302554974624,8.319147452888984,1.0842796562570591,275.75467777471664,0.7334733301991262,67.34888344157376,40.87392966315881,1.454073092630512e-05,2.120879748431081,0.9607333985193828,187.5240840507324,6.345383003106223,0.3199107319788186,
4855,46.02499625,-62.60238778,2020,8,7,1.6,H,H,0.011150561360684345,294.0092211416537,0.004757342337827159,0.010093966337774056,23.2589728708503,2.832316622532637,293.1392170808859,0.4590470082480482,125.46479401608237,26.31750756517211,2.3243436803475644e-05,5.646632643973903,0.8867938271473482,222.20831683465985,83.52674484018951,0.1855606235212929,
4856,46.9493939,-64.11041835,2020,4,26,3.38,H,H,0.0034575101468577504,276.4744491548624,0.006144774618660672,0.003875518304151377,7.1711404689209814,1.510327784561169,275.5157262908685,0.7507833055856422,61.99631644910461,53.2940826446149,1.3689418332761929e-05,2.121671992142044,0.9607604306652316,197.31739411302647,2.8040470309962764,0.3310982399082653,
4857,46.38474357,-62.38805025,2020,5,25,0.25,H,H,0.0050503538198251275,282.5018510366007,0.0037981186314012647,0.0008398560053025397,16.68170432748491,4.121828404476538,282.5532289517711,0.7544760987867144,99.58929880937823,45.240968130412384,2.8547785694241428e-05,0.6966687532944493,0.2258233081715146,223.44766265155351,11.244287924600831,0.31780293507643,
4858,46.57797807,-63.9364714,2020,7,20,0.058,H,H,0.013875391755402453,294.6631797779026,0.014399914527884281,0.03558188931327914,46.464431228579755,4.426154973820685,292.6391172594623,0.5943189140014524,132.4845834259206,24.407574608204197,3.642346838098351e-05,5.3987866018252895,0.9803659801612492,217.391692231692,73.04200092107992,0.2421932422505041,
158210,49.5528,-115.72,2020,5,2,0.28,H,H,0.004284427627861502,279.17476772382815,0.008349252892434551,0.014050040229463562,8.666153756823736,0.35257799114876986,279.85493040195314,0.576994602642059,68.11294404853521,72.47613618120117,2.924176564407533e-05,1.8693923987945575,0.9548345641174316,225.03586678710943,26.30356605815435,0.2286240206783293,
158211,54.8184,-127.0563,2020,5,9,0.2,H,H,0.005615255969682217,280.3368936005547,0.006665875244654564,0.004868432497886651,10.162399951019776,0.36561099183054957,278.46689836614064,0.8231916025361783,73.91188104096292,50.26464576751915,2.271475300085398e-05,1.402592786990845,0.9393293106847688,216.20402160370327,18.981821374202923,0.3593172465439223,
158212,50.6138,-120.05,2020,5,30,0.009,N,N,0.009146417552500962,287.75835931396483,0.05937553696161508,0.03392600292813784,24.552684036346438,0.34008354361567367,280.8002523833008,0.6481020336723301,75.0646831197508,56.93094388592556,3.270554335834448e-05,2.526445707637784,0.9677544288244248,209.660941083008,38.39552178826894,0.2697136264057148,
